Good performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;;;;;;;;;;;;;;;;
11,2241;12,77847;10,14953;13,29242;11,07515;12,80068;12,37707;14,75437;21,14898;13,47548;13,38856;13,32891;13,18348;12,08723;15,153;15,34853;15,66531;12,51176;12,2846;19,14051;18,84623;18,98287;20,32948;16,44577;17,89977;19,52526;16,10867;20,07352;18,81641;14,70547;13,77038;13,88341;15,1509;15,51878;16,13364;14,52013;15,30957333;15,62890357;;;2;1;9,6;12,466;3,6746;0,344847951;-0,761896041;-0,760811427;"A0A075B6K0;P01717;P01718";"A0A075B6K0;P01717;P01718";"Ig lambda chain V-IV region Hil;Ig lambda chain V-IV region Kern";IGLV3-16
11,77862;18,00135;19,84774;19,42388;20,14133;19,94206;18,33582;21,34781;16,64836;20,17779;21,57154;20,42481;20,01699;19,99811;19,11878;19,04993;19,60458;18,65498;17,50285;19,0087;12,47397;16,60859;17,61173;19,68408;18,86372;19,08545;19,77945;19,69398;20,51036;20,20502;13,80902;17,66227;18,06545;16,24822;13,23803;10,12292;17,95880958;18,64022429;;;7;7;27;47,119;323,31;0,37355023;-0,763171543;-0,810823647;O43505;O43505;Beta-1,4-glucuronyltransferase 1;B4GAT1
10,79873;20,33995;19,31245;17,55861;19,31624;18,3767;17,97354;13,24491;20,27515;18,85814;17,82296;12,96712;18,84101;20,39435;15,95044;14,09153;17,41568;18,93246;21,81847;16,99722;15,48375;20,7536;19,25815;18,81347;18,65064;18,48318;19,05838;20,66179;20,50649;14,48117;13,66654;21,14992;15,25451;22,58098;21,42527;20,65307;18,01798833;18,59508357;;;4;4;29,1;12,283;21,054;0,374041477;-0,784381774;-0,811668301;"P01700;P01699";"P01700;P01699";"Ig lambda chain V-I region HA;Ig lambda chain V-I region VOR";
20,23865;20,19928;20,5792;21,01264;19,59463;20,67142;24,63804;13,17543;20,57015;20,29816;16,79943;24,7319;24,6542;24,75959;20,4207;22,69558;23,579;24,43917;23,63799;24,3291;24,17142;24,14227;24,38304;24,33402;24,50082;24,15484;23,30939;24,3478;23,92062;20,74936;19,22562;24,41222;21,56783;22,29339;19,6456;21,16533;21,18706792;22,62909714;;;9;9;16,5;51,676;23,666;0,41353831;-0,78634825;-0,878407335;P02790;P02790;Hemopexin;HPX
19,93833;13,74037;18,06208;16,97096;15,02237;16,61956;21,95521;16,80574;12,88616;13,97458;19,24393;16,16504;13,73502;19,06242;14,91194;14,09091;14,14285;17,66768;16,14665;19,36826;12,62646;15,98984;19,82538;20,49258;17,65459;20,40385;20,56653;19,36654;18,74074;20,58068;12,2479;17,30697;12,51608;16,18619;14,08873;18,11797;16,6265025;17,34848786;;;7;7;8,4;109,79;75,568;0,389076983;-0,787475964;-0,837343492;O94985;O94985;"Calsyntenin-1;Soluble Alc-alpha;CTF1-alpha";CLSTN1
14,81228;16,28621;14,70271;12,13316;12,84767;15,14202;21,34911;16,4702;16,90548;17,3469;12,49566;16,52534;14,44383;15,72949;15,13069;13,57798;16,79931;15,55168;12,96777;17,13481;18,06224;14,78291;16,78737;18,23664;19,44954;14,18719;16,77546;17,3629;13,47174;17,8919;14,92805;16,07257;14,07627;11,01056;12,50097;17,33586;15,25604667;16,07445929;;;7;5;24,4;47,168;81,07;0,521922498;-0,790731703;-1,051022799;P06733;P06733;Alpha-enolase;ENO1
15,00048;15,3699;15,23448;12,78709;13,35975;15,47294;13,89983;15,61753;12,93176;14,95154;16,74898;14,5568;12,50735;17,19854;14,44489;15,27248;13,0408;16,74675;11,62801;16,72441;12,39531;15,08202;17,61418;17,74872;16,73569;18,44127;17,83393;13,53703;17,04153;16,47023;13,07543;16,96916;17,0789;15,14091;13,48895;17,95833;14,84946083;15,77214;;;11;11;5,3;303,1;103,06;0,671067738;-0,804143385;-1,268400706;Q7Z7M0;Q7Z7M0;Multiple epidermal growth factor-like domains protein 8;MEGF8
13,27762;10,07396;13,49967;12,3758;12,9792;12,15567;12,87496;18,29356;16,6341;13,54556;12,83667;13,30547;13,8825;18,56018;15,736;14,38272;13,602;18,47433;16,18722;19,88932;18,67345;18,31774;20,24481;17,16555;19,49011;18,94886;12,58352;14,91877;21,36073;20,92151;15,16038;19,10206;11,95367;18,83766;14,26875;17,74452;15,45726917;16,39543714;;;2;2;8,8;25,552;10,548;0,356253017;-0,817141539;-0,780842392;P22352;P22352;Glutathione peroxidase 3;GPX3
12,79409;13,9278;14,2822;12,42511;12,67653;12,53993;11,3779;13,08945;12,97031;14,12599;14,04471;13,05937;13,53923;18,55731;15,30428;15,28034;13,61034;16,32298;15,536;12,15698;16,60701;16,35199;16,29652;16,58719;15,02812;17,37806;16,97051;17,52894;18,44107;19,32487;13,16231;14,27743;15,50826;16,52201;14,01047;18,14251;14,62682542;15,50293786;;;2;2;3,9;79,685;3,2355;0,611222837;-0,833982907;-1,183600818;P57058;P57058;Hormonally up-regulated neu tumor-associated kinase;HUNK
14,64886;14,97688;15,37921;13,18138;14,75619;13,97239;16,57846;16,59136;18,12404;14,16341;15,74352;17,45362;17,71156;18,19234;14,5793;14,40268;18,11852;19,42438;21,16423;18,74156;20,52717;21,25943;20,45964;21,64474;21,31468;19,88539;21,40088;21,56858;19,65038;19,55891;13,8795;22,22167;19,47034;21,23579;14,46079;19,76589;17,6758725;18,49535071;;;8;8;11,1;104,79;322,83;0,437045727;-0,892045597;-0,917087968;P13671;P13671;Complement component C6;C6
13,95644;17,94135;17,45475;18,54668;12,3665;16,20915;18,19657;18,92607;13,54138;18,47409;17,99181;13,381;18,44992;18,00487;14,56064;14,82496;17,19065;18,34013;12,34492;16,49642;12,11471;13,98744;12,17788;18,05033;18,45161;16,9624;15,96621;19,30097;18,10283;17,35844;13,5503;18,45423;12,70768;12,24375;13,95237;13,213;15,29738333;16,49318786;;;7;7;20,4;48,541;40,972;0,543398179;-0,907377949;-1,083626609;P29622;P29622;Kallistatin;SERPINA4
18,06334;11,61192;15,33783;14,20013;12,86116;13,65542;18,23953;11,92545;22,99931;12,12469;12,54064;14,14186;12,75407;12,64912;14,89446;15,84282;14,00027;16,58324;16,87207;12,67141;16,02241;16,25043;13,60467;13,51558;14,88169;10,56794;15,60421;15,10632;18,98526;14,20587;13,60773;12,15665;17,9774;17,58864;13,43474;17,79271;14,55173125;15,42387714;;;16;15;28,9;74,139;109,34;0,514488706;-0,908571398;-1,039623164;"P02545;Q03252";P02545;"Prelamin-A/C;Lamin-A/C";LMNA
16,01485;12,98188;19,45238;18,64607;17,27803;18,79335;20,56281;13,78666;15,87169;14,95242;18,7201;18,134;17,8505;18,59021;14,04059;20,36975;15,87301;16,82464;16,79042;16,68893;16,27678;15,24711;16,93099;18,58908;16,19725;13,91308;17,61655;16,05078;15,88369;20,23327;18,17304;17,78475;18,38659;11,24958;22,3796;16,57983;16,44308125;17,62753357;;;5;5;12,4;44,552;170,3;0,64091068;-0,948950854;-1,226042578;P07339;P07339;"Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain";CTSD
13,00992;12,78059;13,66656;12,30234;15,01102;13,34654;11,65728;14,08548;16,56613;13,85258;13,18184;14,91451;13,13531;12,90909;14,41257;14,95065;14,56705;15,28551;12,38077;15,45076;12,22368;11,81428;16,04057;11,45698;15,92921;16,12273;17,12838;15,43048;15,95474;13,82685;12,47914;16,02232;15,1838;17,67059;14,44423;15,71309;14,23894792;14,88506714;;;1;1;10,5;12,34;7,8546;1,051016442;-0,952491884;-1,751273835;A0A0A0MT36;A0A0A0MT36;;IGKV6D-21
19,03671;15,23223;19,95985;18,25253;13,70278;18,42947;19,78054;16,3082;18,89407;17,60906;16,00081;18,70546;12,83548;16,11655;19,04929;15,87558;17,48652;17,47793;12,26392;14,11309;16,02754;10,55945;12,44816;12,66976;12,88063;11,88528;13,76786;12,08101;14,56897;12,1567;20,11515;16,51027;14,282;11,48464;17,71196;11,0373;15,6514075;16,075035;;;9;4;27,1;38,604;323,31;0,479586815;-0,972021728;-0,985280446;P07355;P07355;Annexin A2;ANXA2
15,57196;12,42225;19,08283;12,74954;12,93712;12,64896;15,18971;21,74833;15,17598;21,68376;21,64377;20,97701;20,33615;21,1731;21,40036;17,41914;20,26224;18,86339;12,49636;18,69306;13,49087;15,37446;18,78909;19,76738;18,383;19,1737;18,7346;16,84525;17,31664;19,85172;16,91905;13,54665;18,23472;16,90842;11,57367;11,58662;16,650945;17,79278;;;8;8;23,4;38,39;124,42;0,41453483;-0,980420627;-0,880062291;Q9UBP4;Q9UBP4;Dickkopf-related protein 3;DKK3
12,55341;11,25272;11,78326;13,99374;13,27373;13,59045;16,49526;12,43775;20,18544;14,87537;12,33932;13,48139;11,08859;11,19007;16,14992;14,28595;14,08948;8,681991;9,394334;12,45539;12,80423;12,50945;13,64989;12,1958;13,51988;11,17286;15,4976;11,98944;10,42899;12,85373;12,74403;10,32598;11,88638;13,60998;13,80192;11,89941;13,05633021;13,52719786;;;24;22;15,9;226,53;323,31;0,799531167;-1,022364338;-1,441253252;"P35579;P35580";P35579;Myosin-9;MYH9
16,80234;12,50422;16,95753;17,05949;13,65602;18,30795;21,25517;16,44741;17,86103;19,12278;15,64993;19,07305;14,88878;17,12;15,3029;15,02446;18,00733;17,17504;15,86624;16,49629;17,71786;14,37809;15,06857;12,63204;20,18471;18,73863;17,15531;17,15768;18,77468;14,94636;12,48015;16,16096;13,15909;21,14351;15,63058;17,38945;15,95679625;17,23244857;;;7;7;10,5;83,283;20,332;0,7554616;-1,048750196;-1,383246837;P01833;P01833;"Polymeric immunoglobulin receptor;Secretory component";PIGR
15,80818;12,49287;19,40825;19,15103;18,40541;18,58567;16,46943;19,32195;15,91623;13,46088;20,14146;12,89809;18,82171;20,65141;16,59472;15,18666;17,0789;16,41101;16,45667;20,44111;12,36635;13,82665;20,70278;20,24063;19,04043;21,30686;16,0218;20,24922;20,68748;21,57722;13,56294;17,35526;17,63062;17,07379;12,17861;15,97468;16,697765;17,99408714;;;15;15;18,5;108,53;181,49;0,596688483;-1,104100215;-1,16254038;P12109;P12109;Collagen alpha-1(VI) chain;COL6A1
13,1127;11,70866;12,59712;13,48144;11,90057;13,59512;20,10853;12,87662;16,56812;14,58331;13,03993;13,51323;13,60019;15,95015;15,83309;15,76211;13,76942;13,55063;18,34147;11,23888;12,20141;16,03424;16,64188;16,3272;17,61562;11,97054;15,59018;17,75864;15,65547;14,16781;15,42111;17,53617;16,08269;14,15474;13,77021;17,82426;14,47855;15,51536571;;;2;1;23,9;12,659;28,867;0,889591851;-1,121349186;-1,556094491;P01742;P01742;Ig heavy chain V-I region EU;
11,7561;15,8951;13,2157;13,28998;13,399;11,82951;14,83056;18,60664;19,84947;15,40843;15,02961;13,17503;17,74412;19,48448;15,30429;13,88194;14,38264;15,10431;19,45278;17,62571;19,72162;19,05947;19,32452;19,04206;19,58804;18,03928;20,21999;16,25722;17,41022;17,37992;14,49943;19,06787;17,57252;20,38743;16,89829;16,80499;16,3747825;17,37451929;;;7;7;46,9;14,746;48,914;0,702989408;-1,133835991;-1,312456189;P35542;P35542;Serum amyloid A-4 protein;SAA4
19,32213;13,60177;17,40283;13,92537;11,1017;16,93813;20,48483;13,1317;19,88122;17,84989;11,00138;12,49199;12,9502;18,0626;14,13603;15,30578;13,18956;13,77489;18,91234;18,63817;20,59605;20,2619;19,85769;19,15373;19,28625;17,32562;18,75991;16,55583;16,88786;16,41986;13,68672;15,44301;17,34594;15,98007;17,43249;20,29558;16,17321625;17,28985786;;;4;4;18,5;30,791;61,643;0,613484959;-1,138357268;-1,186861676;P60174;P60174;Triosephosphate isomerase;TPI1
12,50033;13,14293;12,80268;13,03567;13,98858;13,04853;13,9036;14,47649;21,27645;16,41209;14,29098;15,72943;15,18724;13,4971;15,9396;14,15431;14,39802;12,51455;12,17747;12,8022;13,19097;13,47776;14,86167;12,27266;12,83893;13,96585;11,72143;13,2396;12,59211;17,48786;18,04276;14,25;17,49545;13,61275;18,0344;11,9612;13,90374625;15,01453429;;;37;33;8,8;531,78;107,93;1,01679537;-1,190890857;-1,710920108;Q15149;Q15149;Plectin;PLEC
17,88238;21,07012;19,58773;17,8237;19,43719;17,54706;17,74701;11,55432;13,71989;14,78487;18,76481;13,19583;20,44486;19,55826;14,97412;14,25409;19,34847;11,89579;17,95037;17,40997;16,43194;12,56122;19,21309;17,65934;21,16607;19,5651;18,7182;17,09084;20,16632;18,10354;18,6826;21,53089;14,09598;19,83282;18,29392;19,53642;17,10586625;18,32682143;;;5;5;12,2;67,791;164,05;0,766834341;-1,280292889;-1,398338066;P00748;P00748;"Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain";F12
16,92602;12,9513;19,45698;18,05139;11,73857;20,26682;23,65589;17,29473;19,46248;17,75858;13,06138;15,52549;13,24959;19,28622;14,96986;13,60059;13,49191;13,19537;18,43697;13,8606;13,57037;11,32202;16,76966;14,66922;13,14617;10,76993;17,56406;16,32091;20,63688;17,68408;14,0481;15,24552;13,19179;13,83911;13,59126;20,11439;15,15911333;16,58235929;;;4;4;25,2;11,367;143,86;0,64846497;-1,283669707;-1,236722875;P62805;P62805;Histone H4;HIST1H4A
11,76503;14,91872;16,76953;12,43396;12,64433;14,79654;15,63793;18,84187;15,64355;13,62377;13,49279;12,49432;17,32307;15,48101;14,03274;14,81219;13,94821;17,45523;12,12453;12,491;12,26084;15,70747;12,51744;16,38205;12,62988;13,10795;13,84951;16,91637;18,76953;20,02864;17,82339;16,06251;17,89611;10,63835;14,19687;12,33297;14,25852458;15,57528357;;;4;4;8;60,673;13,356;0,990047147;-1,311818587;-1,679013753;Q16610;Q16610;Extracellular matrix protein 1;ECM1
12,38287;15,21682;17,56123;15,32443;13,24653;16,80927;16,49503;20,87343;15,82456;14,20418;20,32871;12,31199;13,372;18,62867;20,75979;14,23709;16,93168;19,40865;13,04534;18,30724;12,41999;16,7512;18,0268;17,20218;14,82396;15,85878;17,82414;18,3569;16,40868;18,697;15,62981;14,84102;15,58373;14,67832;16,83529;10,63942;15,51386375;16,93382571;;;9;9;13,7;72,176;62,342;0,938114572;-1,353227423;-1,616101709;P51693;P51693;"Amyloid-like protein 1;C30";APLP1
17,81953;16,59542;18,11959;13,40439;15,96384;12,55906;18,61306;15,63143;20,00319;14,77978;16,78813;12,85937;10,88859;14,64667;14,18918;15,12263;14,61695;12,96521;15,29459;13,29735;15,80564;17,21826;15,27954;13,86341;16,56564;14,88398;15,54058;14,08215;15,95719;14,67355;13,86868;13,67043;15,35263;9,298436;16,65382;17,64695;14,62291525;15,96331857;;;5;1;9,8;71,027;16,805;1,241319016;-1,370938673;-1,967145564;"P17066;P48741";"P17066;P48741";"Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7";"HSPA6;HSPA7"
16,58789;13,95317;11,97117;12,22999;12,82789;20,03483;22,72819;12,52774;19,72091;14,95879;16,06401;13,89609;16,44608;12,61339;21,936;21,31921;13,88794;12,43634;18,7786;12,12779;16,40508;12,80873;17,16967;12,71131;15,34086;11,8984;12,97561;13,98519;19,71446;16,11228;14,84542;13,98157;16,42249;11,58535;21,07078;18,09125;14,9913325;16,45528929;;;2;2;11,9;15,214;6,382;0,65517415;-1,373905845;-1,246168913;"Q6NXT2;Q71DI3;Q16695;P84243;P68431";"Q6NXT2;Q71DI3;Q16695;P84243;P68431";"Histone H3.3C;Histone H3.2;Histone H3.1t;Histone H3.3;Histone H3.1";"H3F3C;HIST2H3A;HIST3H3;H3F3A;HIST1H3A"
11,428;13,8916;12,44637;12,40516;13,89169;12,54417;20,10649;13,32792;20,59414;14,00078;14,05735;14,49433;13,67505;18,39582;15,00498;14,74699;12,84763;18,0458;16,8675;17,45129;12,00429;17,08773;18,50661;18,14848;18,92749;18,89164;19,11794;17,73978;12,00025;13,25087;12,61855;18,39958;19,34679;17,69615;12,85391;19,53871;15,32767875;16,58456429;;;5;5;0,8;1011,1;5,8542;0,80714215;-1,395111264;-1,451145154;Q8NF91;Q8NF91;Nesprin-1;SYNE1
16,24878;13,98876;19,0528;15,7931;13,32189;20,14158;22,37268;12,84482;19,5509;16,84818;13,62445;18,22515;14,12703;17,15995;18,28708;19,54423;17,73185;14,12145;19,28855;13,05997;13,87652;12,6761;15,93639;12,8462;10,54227;13,73989;11,17346;16,02965;19,81933;19,23433;13,82866;14,58144;13,13673;11,72879;18,29482;19,97771;15,40626583;16,76268071;;;3;2;23;13,989;180,9;0,736926968;-1,395500171;-1,358463635;"Q99879;Q99877;Q93079;Q5QNW6;Q16778;P62807;P58876;P57053;P33778;P23527;P06899;O60814;Q99880;Q8N257;Q96A08";"Q99879;Q99877;Q93079;Q5QNW6;Q16778;P62807;P58876;P57053;P33778;P23527;P06899;O60814;Q99880";"Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 2-E;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 1-K;Histone H2B type 1-L";"HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST2H2BE;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST1H2BK;HIST1H2BL"
11,81478;17,06497;13,38454;13,43445;14,22275;13,24825;12,3559;11,93692;15,63325;15,83621;13,78721;12,36344;14,00921;11,17822;14,8408;13,79683;13,60723;17,20514;13,94755;13,55463;11,82181;15,70871;20,02783;13,35315;20,86989;20,43217;20,08758;12,46049;17,51129;13,48497;12,83021;21,26436;12,57017;20,21383;13,071;12,81714;14,63962042;15,73509786;;;14;9;10,7;163,86;70,649;0,770627634;-1,396210454;-1,403352462;P20742;P20742;Pregnancy zone protein;PZP
14,37463;14,98722;17,72514;11,94267;16,73357;12,35267;11,29756;18,90927;14,5326;17,94769;18,59299;13,68694;16,48309;18,96516;16,87412;15,97146;17,24209;17,14738;12,68736;17,22138;11,75228;16,85319;16,36227;12,95754;17,85805;19,08517;17,07744;19,00906;20,72601;21,78045;12,46758;17,34213;12,56853;17,23323;13,30876;14,97893;15,86277917;16,884515;;;3;3;14,4;33,922;7,8509;0,886317593;-1,400314102;-1,552000329;P20774;P20774;Mimecan;OGN
11,99545;11,66964;16,6485;10,90715;12,83165;18,03859;11,68612;19,07791;17,30563;20,02715;13,69537;13,60802;12,76973;16,71317;15,14117;14,77083;13,51836;15,40591;16,45849;17,55884;12,6405;12,2276;18,08752;17,02518;17,74662;18,30928;18,51025;18,20304;18,7929;15,07807;12,70068;16,61079;17,35578;11,7242;14,32036;15,5761;14,89405542;16,26692857;;;3;3;12,4;35,422;11,504;0,939686735;-1,403313346;-1,618025669;"P10451;CON__P31096";P10451;Osteopontin;SPP1
15,40128;10,1414;17,42759;14,44139;14,44676;14,97406;21,1201;10,45815;21,52272;15,22889;12,65888;18,58391;14,25009;16,22754;13,81954;13,59455;12,04998;12,4923;15,61105;12,08085;13,46684;14,58361;16,00446;12,22251;16,45839;11,18305;13,07493;13,5964;13,23255;20,692;13,31811;10,61694;13,29906;10,15345;14,34017;16,47837;13,87629708;15,36175429;;;7;7;22,8;38,714;323,31;0,927620366;-1,535058158;-1,603227239;P04083;P04083;Annexin A1;ANXA1
11,34086;10,16274;19,58367;12,4046;11,81745;19,7061;12,52768;13,32986;12,73783;14,42191;13,81469;14,28666;12,50035;19,12045;20,78995;13,68683;13,5367;22,96791;18,55936;22,80215;20,351;20,48404;23,9444;22,65559;21,15078;25,0456;21,79666;17,87358;19,86312;23,60162;12,88399;20,20896;18,94727;10,21835;12,92363;20,01563;16,37400227;18,70242286;;;1;1;2,4;81,039;3,9859;0,8767675;-2,32841849;-1,540025312;Q8NE18;Q8NE18;Putative methyltransferase NSUN7;NSUN7
